Employee_ID,Department,Job_Level,Gender,Location,Education,Experience_Years,Performance_Rating,Remote_Work,Base_Salary(USD),Bonus_Percentage(%),Bonus_Amount(USD),Total_Compensation(USD)
EMP0300,Finance,Manager,Female,Chicago,Master,20,4,Yes,182520,23.2,42344,224864
EMP0301,Operations,Senior,Female,New York,Bachelor,3,4,No,114519,23.3,26682,141201
EMP0302,Design,Junior,Male,Chicago,Master,12,5,Yes,74088,10.4,7705,81793
EMP0303,Marketing,Senior,Male,New York,Bachelor,21,1,Yes,134509,9.8,13181,147690
EMP0304,Engineering,Senior,Male,San Francisco,Master,0,3,Yes,158902,7.7,12235,171137
EMP0305,HR,Junior,Male,Seattle,Master,17,4,No,82360,21.4,17625,99985
EMP0306,Sales,Senior,Male,San Francisco,Bachelor,3,2,No,139872,14.2,19861,159733
EMP0307,Engineering,Lead,Female,Austin,PhD,3,4,Yes,160345,2.2,3527,163872
EMP0308,Legal,Lead,Female,Chicago,Bachelor,7,5,Yes,163279,21.3,34778,198057
EMP0309,Operations,Mid,Male,Seattle,Master,24,5,Yes,122718,13.4,16444,139162
EMP0310,HR,Manager,Non-binary,Chicago,Bachelor,19,4,No,158230,10.4,16455,174685
EMP0311,Marketing,Mid,Male,Remote,PhD,5,5,Yes,76234,8.4,6403,82637
EMP0312,Legal,Manager,Female,New York,Master,3,2,No,172404,2.5,4310,176714
EMP0313,Engineering,Junior,Female,Austin,Bachelor,3,3,No,68039,23.9,16261,84300
EMP0314,HR,Senior,Female,Austin,Bachelor,10,3,Yes,101396,18.5,18758,120154
EMP0315,Marketing,Senior,Male,Chicago,Master,8,3,No,111001,3.3,3663,114664
EMP0316,Legal,Mid,Female,Austin,Master,13,1,Yes,99117,12.8,12686,111803
EMP0317,Legal,Lead,Male,Chicago,PhD,3,5,No,153138,13.9,21286,174424
EMP0318,Finance,Senior,Female,New York,Bachelor,12,4,Yes,152367,4.2,6399,158766
EMP0319,Sales,Junior,Male,New York,Bachelor,5,4,No,70023,10.7,7492,77515
EMP0320,HR,Senior,Female,Chicago,Bachelor,12,2,No,110441,16.1,17781,128222
EMP0321,Legal,Senior,Male,San Francisco,Bachelor,24,3,No,188188,7.1,13361,201549
EMP0322,Finance,Junior,Female,San Francisco,Bachelor,2,5,No,77760,8.3,6454,84214
EMP0323,Operations,Director,Male,New York,Bachelor,22,4,No,203511,3.1,6308,209819
EMP0324,Design,Manager,Female,Seattle,Bachelor,6,4,Yes,166427,10.3,17141,183568
EMP0325,Operations,Mid,Female,San Francisco,Bachelor,0,5,Yes,88656,14.6,12943,101599
EMP0326,Marketing,Senior,Male,Chicago,Bachelor,10,4,Yes,120327,2.9,3489,123816
EMP0327,Legal,Mid,Male,New York,Master,1,4,No,99651,15.4,15346,114997
EMP0328,Legal,Lead,Female,Austin,Bachelor,4,3,No,141544,9.9,14012,155556
EMP0329,Engineering,Manager,Male,Austin,Bachelor,23,3,No,198957,17.0,33822,232779
EMP0330,Legal,Mid,Male,San Francisco,Bachelor,21,4,No,140994,7.9,11138,152132
EMP0331,Sales,Lead,Male,Seattle,High School,13,3,No,165755,14.2,23537,189292
EMP0332,Marketing,Senior,Female,Remote,PhD,12,4,No,108563,15.3,16610,125173
EMP0333,HR,Mid,Male,San Francisco,Bachelor,15,3,No,108973,17.3,18852,127825
EMP0334,Legal,Manager,Male,Seattle,Master,22,3,No,207461,18.9,39210,246671
EMP0335,Design,Senior,Female,San Francisco,Bachelor,14,3,Yes,144864,3.4,4925,149789
EMP0336,Sales,Senior,Male,Austin,Master,2,3,No,107174,24.1,25828,133002
EMP0337,Legal,Senior,Male,Seattle,Bachelor,5,5,No,145008,21.1,30596,175604
EMP0338,Finance,Mid,Female,Austin,Bachelor,8,3,No,94864,14.1,13375,108239
EMP0339,Sales,Mid,Female,Chicago,Master,2,4,No,84776,22.3,18905,103681
EMP0340,Finance,Manager,Male,Chicago,Bachelor,12,3,No,168672,9.6,16192,184864
EMP0341,Marketing,Senior,Male,New York,Master,12,3,Yes,123424,0.9,1110,124534
EMP0342,Design,Lead,Female,Austin,Bachelor,21,3,Yes,155845,18.2,28363,184208
EMP0343,Legal,Mid,Male,Austin,Master,6,5,Yes,95208,23.6,22469,117677
EMP0344,Engineering,Senior,Non-binary,New York,PhD,4,3,Yes,143904,4.0,5756,149660
EMP0345,Operations,Director,Female,Chicago,PhD,7,4,Yes,170455,16.1,27443,197898
EMP0346,Sales,Mid,Non-binary,Chicago,Bachelor,7,3,No,94795,20.3,19243,114038
EMP0347,Engineering,Junior,Female,Seattle,Bachelor,21,1,No,105171,22.6,23768,128939
EMP0348,Engineering,Senior,Male,Seattle,PhD,6,4,No,155931,6.9,10759,166690
EMP0349,Operations,Mid,Female,Remote,Master,18,4,Yes,90594,3.2,2899,93493
EMP0350,Sales,Junior,Female,Chicago,High School,6,4,No,64926,6.2,4025,68951
EMP0351,Legal,Manager,Female,Remote,Bachelor,22,3,No,175874,14.4,25325,201199
EMP0352,Design,Director,Male,San Francisco,Bachelor,3,2,No,215655,23.0,49600,265255
EMP0353,Sales,Senior,Male,Austin,PhD,9,3,Yes,119590,14.6,17460,137050
EMP0354,Engineering,Lead,Male,Seattle,Bachelor,12,5,No,199838,23.0,45962,245800
EMP0355,HR,Manager,Female,San Francisco,Bachelor,3,2,Yes,150921,19.3,29127,180048
EMP0356,HR,Lead,Female,Seattle,Master,18,5,No,160312,15.0,24046,184358
EMP0357,Sales,Junior,Non-binary,New York,PhD,9,3,Yes,78873,0.5,394,79267
EMP0358,Design,Junior,Female,Austin,Master,6,4,No,66437,8.3,5514,71951
EMP0359,Engineering,Junior,Female,Remote,Bachelor,4,2,Yes,62085,1.4,869,62954
EMP0360,Engineering,Junior,Male,Remote,Bachelor,2,3,No,64839,8.1,5251,70090
EMP0361,Marketing,Mid,Male,Seattle,PhD,21,2,No,116158,1.6,1858,118016
EMP0362,Engineering,Mid,Female,Chicago,Master,21,1,Yes,122978,4.2,5165,128143
EMP0363,Operations,Mid,Female,Remote,Master,21,5,No,101255,10.3,10429,111684
EMP0364,HR,Junior,Female,New York,Master,1,4,Yes,63050,12.9,8133,71183
EMP0365,Marketing,Senior,Male,New York,Bachelor,10,4,No,131345,5.4,7092,138437
EMP0366,Legal,Mid,Female,Chicago,Master,9,2,Yes,97923,18.3,17919,115842
EMP0367,Operations,Lead,Female,New York,Bachelor,22,5,No,165770,14.8,24533,190303
EMP0368,Legal,Junior,Male,Austin,Bachelor,12,3,No,80447,17.3,13917,94364
EMP0369,HR,Lead,Female,Seattle,Master,6,5,Yes,142693,18.3,26112,168805
EMP0370,Operations,Director,Male,New York,High School,9,1,Yes,184830,18.2,33639,218469
EMP0371,Finance,Lead,Male,Austin,Bachelor,3,3,No,137717,23.4,32225,169942
EMP0372,Sales,Lead,Female,Chicago,Bachelor,21,5,No,168091,5.9,9917,178008
EMP0373,Design,Manager,Male,Seattle,Bachelor,19,3,No,180556,6.8,12277,192833
EMP0374,Finance,Mid,Male,Chicago,Master,15,5,Yes,106079,2.4,2545,108624
EMP0375,Sales,Director,Female,Seattle,Master,19,3,Yes,230324,14.8,34087,264411
EMP0376,HR,Lead,Female,New York,Bachelor,5,4,No,125597,9.9,12434,138031
EMP0377,HR,Lead,Male,New York,Bachelor,8,5,No,144533,12.4,17922,162455
EMP0378,Finance,Mid,Female,Seattle,Bachelor,12,4,No,118040,4.2,4957,122997
EMP0379,Design,Senior,Male,Austin,Bachelor,6,4,Yes,113569,16.2,18398,131967
EMP0380,Operations,Senior,Non-binary,Austin,Master,17,3,No,121778,15.5,18875,140653
EMP0381,Design,Senior,Female,Austin,Bachelor,13,3,No,119173,6.6,7865,127038
EMP0382,Legal,Lead,Male,San Francisco,Master,21,3,Yes,208938,11.6,24236,233174
EMP0383,Sales,Junior,Male,Remote,Bachelor,4,3,No,55773,22.4,12493,68266
EMP0384,Sales,Mid,Male,Remote,Bachelor,21,4,Yes,107664,19.3,20779,128443
EMP0385,Marketing,Mid,Male,Remote,High School,12,3,No,75007,5.7,4275,79282
EMP0386,Engineering,Mid,Female,Austin,Bachelor,23,4,No,131139,22.0,28850,159989
EMP0387,Operations,Junior,Male,New York,Master,7,4,Yes,62717,1.7,1066,63783
EMP0388,Operations,Junior,Male,San Francisco,Bachelor,14,3,Yes,82271,10.3,8473,90744
EMP0389,Marketing,Mid,Female,Austin,High School,18,5,No,98688,2.0,1973,100661
EMP0390,HR,Senior,Male,New York,PhD,8,5,No,118791,23.1,27440,146231
EMP0391,Finance,Junior,Female,San Francisco,Master,5,1,No,74666,1.0,746,75412
EMP0392,Design,Manager,Male,New York,Bachelor,22,2,No,179845,3.8,6834,186679
EMP0393,Operations,Lead,Female,Seattle,PhD,24,2,Yes,168141,22.9,38504,206645
EMP0394,Sales,Lead,Female,New York,Bachelor,13,4,Yes,166774,14.6,24349,191123
EMP0395,Marketing,Junior,Female,San Francisco,Master,22,3,Yes,99710,19.9,19842,119552
EMP0396,Finance,Senior,Male,Austin,High School,9,4,No,126705,0.4,506,127211
EMP0397,Legal,Senior,Male,Remote,Master,8,3,No,111557,10.5,11713,123270
EMP0398,Finance,Director,Male,San Francisco,Bachelor,16,4,No,250000,24.6,61500,311500
EMP0399,Operations,Lead,Male,Austin,Bachelor,12,4,No,126302,14.5,18313,144615
EMP0400,Engineering,Senior,Male,Austin,Master,16,5,No,153068,21.2,32450,185518
EMP0401,Design,Manager,Female,Chicago,Master,18,3,Yes,167207,24.1,40296,207503
EMP0402,Sales,Junior,Female,Seattle,Master,12,3,Yes,83940,17.1,14353,98293
EMP0403,Finance,Junior,Female,Chicago,Master,8,1,Yes,67849,8.2,5563,73412
EMP0404,Legal,Senior,Male,Remote,Bachelor,0,3,Yes,108784,7.7,8376,117160
EMP0405,Sales,Junior,Female,San Francisco,Bachelor,0,3,Yes,73157,1.8,1316,74473
EMP0406,Operations,Junior,Non-binary,Chicago,Master,4,5,No,61476,10.7,6577,68053
EMP0407,Marketing,Lead,Female,Remote,Master,7,4,Yes,116427,22.9,26661,143088
EMP0408,Legal,Mid,Female,Austin,Bachelor,17,3,No,107535,12.0,12904,120439
EMP0409,Finance,Senior,Non-binary,San Francisco,Bachelor,3,4,No,143937,22.8,32817,176754
EMP0410,Legal,Manager,Non-binary,Chicago,Bachelor,21,3,No,189120,20.4,38580,227700
EMP0411,Operations,Mid,Male,New York,PhD,0,2,No,70792,24.6,17414,88206
EMP0412,Finance,Mid,Female,Remote,Bachelor,14,4,No,96904,23.7,22966,119870
EMP0413,Legal,Junior,Male,Remote,Bachelor,19,5,Yes,90072,17.7,15942,106014
EMP0414,Marketing,Junior,Female,Seattle,Bachelor,3,2,Yes,60248,21.8,13134,73382
EMP0415,Legal,Junior,Female,New York,Master,24,4,No,106031,18.7,19827,125858
EMP0416,Sales,Junior,Male,San Francisco,Master,8,5,Yes,86709,17.6,15260,101969
EMP0417,Sales,Mid,Female,Chicago,Master,21,2,No,112028,17.9,20053,132081
EMP0418,Finance,Mid,Female,Austin,Master,23,3,Yes,114974,18.0,20695,135669
EMP0419,Operations,Lead,Male,Chicago,Bachelor,19,4,No,153102,9.5,14544,167646
EMP0420,Marketing,Manager,Female,San Francisco,Bachelor,9,4,No,175410,10.6,18593,194003
EMP0421,HR,Lead,Male,San Francisco,Master,23,3,Yes,170161,7.4,12591,182752
EMP0422,Sales,Senior,Male,San Francisco,Bachelor,14,3,No,153418,3.7,5676,159094
EMP0423,Legal,Junior,Non-binary,San Francisco,Bachelor,2,4,Yes,84756,11.5,9746,94502
EMP0424,HR,Lead,Male,Remote,Master,1,4,Yes,107209,22.5,24122,131331
EMP0425,Legal,Mid,Female,Chicago,Master,21,4,No,116565,16.3,19000,135565
EMP0426,Finance,Junior,Female,New York,PhD,4,2,No,68507,1.4,959,69466
EMP0427,HR,Lead,Non-binary,Austin,PhD,23,4,No,144867,20.3,29408,174275
EMP0428,Operations,Mid,Female,Austin,Bachelor,0,4,No,73127,23.4,17111,90238
EMP0429,Legal,Mid,Female,Seattle,PhD,10,5,Yes,115023,20.7,23809,138832
EMP0430,Operations,Manager,Female,Remote,High School,11,5,Yes,136059,18.2,24762,160821
EMP0431,Legal,Manager,Male,San Francisco,Master,2,4,Yes,192890,3.8,7329,200219
EMP0432,HR,Mid,Male,San Francisco,Bachelor,22,5,Yes,121554,8.7,10575,132129
EMP0433,Operations,Mid,Female,San Francisco,Bachelor,15,5,No,109615,14.1,15455,125070
EMP0434,Sales,Senior,Female,Remote,PhD,13,4,No,119245,1.9,2265,121510
EMP0435,Finance,Lead,Male,New York,Bachelor,11,4,Yes,163525,2.7,4415,167940
EMP0436,HR,Junior,Male,San Francisco,Master,19,4,No,90660,23.4,21214,111874
EMP0437,Legal,Senior,Female,Seattle,Bachelor,15,4,No,159301,17.6,28036,187337
EMP0438,Sales,Director,Female,Seattle,High School,20,1,Yes,226186,6.9,15606,241792
EMP0439,Legal,Mid,Male,New York,Bachelor,7,3,Yes,109855,8.2,9008,118863
EMP0440,HR,Manager,Female,Remote,Master,16,2,No,135711,9.6,13028,148739
EMP0441,Legal,Director,Male,San Francisco,Bachelor,16,3,No,250000,1.9,4750,254750
EMP0442,Sales,Mid,Female,Chicago,Bachelor,6,2,Yes,88463,18.5,16365,104828
EMP0443,Operations,Lead,Female,Chicago,Master,14,5,No,140468,4.4,6180,146648
EMP0444,Operations,Mid,Female,Austin,Bachelor,8,3,No,77000,20.1,15477,92477
EMP0445,Design,Lead,Male,New York,Bachelor,3,3,Yes,139146,21.1,29359,168505
EMP0446,Design,Lead,Male,Chicago,PhD,7,4,Yes,136226,16.0,21796,158022
EMP0447,Finance,Mid,Male,Austin,Bachelor,9,3,No,98322,19.2,18877,117199
EMP0448,Legal,Lead,Female,Seattle,Bachelor,14,4,No,188415,4.3,8101,196516
EMP0449,Operations,Lead,Female,Austin,Master,22,3,No,142400,14.4,20505,162905
EMP0450,Marketing,Mid,Female,San Francisco,Master,17,3,Yes,112271,16.9,18973,131244
EMP0451,Sales,Junior,Female,San Francisco,Master,13,5,Yes,90296,16.5,14898,105194
EMP0452,Sales,Junior,Female,Seattle,PhD,4,4,Yes,67426,2.9,1955,69381
EMP0453,HR,Senior,Male,New York,High School,8,5,Yes,120757,8.6,10385,131142
EMP0454,Finance,Director,Female,Remote,PhD,12,3,No,180368,8.1,14609,194977
EMP0455,Engineering,Lead,Male,San Francisco,PhD,24,3,Yes,232754,14.3,33283,266037
EMP0456,Design,Mid,Male,San Francisco,Master,18,4,Yes,116499,19.1,22251,138750
EMP0457,Design,Senior,Male,Austin,Bachelor,10,2,Yes,116044,14.3,16594,132638
EMP0458,Operations,Mid,Male,Austin,Master,11,3,No,88100,18.9,16650,104750
EMP0459,Design,Junior,Female,Austin,Bachelor,2,3,No,59455,2.5,1486,60941
EMP0460,Engineering,Senior,Male,Chicago,Master,1,4,No,133986,22.0,29476,163462
EMP0461,Marketing,Senior,Male,Seattle,Bachelor,22,4,No,150643,13.4,20186,170829
EMP0462,Finance,Senior,Female,New York,Master,21,3,No,157217,0.9,1414,158631
EMP0463,Sales,Director,Female,Austin,Master,14,3,Yes,190129,16.1,30610,220739
EMP0464,Engineering,Senior,Female,New York,High School,4,5,No,149796,12.9,19323,169119
EMP0465,Marketing,Senior,Male,Austin,Master,6,2,Yes,101491,5.5,5582,107073
EMP0466,Finance,Junior,Male,San Francisco,Bachelor,3,4,No,82816,19.1,15817,98633
EMP0467,Marketing,Director,Female,New York,Master,4,4,No,188838,23.3,43999,232837
EMP0468,Operations,Lead,Female,Chicago,Bachelor,24,4,No,157763,8.1,12778,170541
EMP0469,Design,Manager,Male,Austin,Master,15,3,Yes,154683,12.3,19026,173709
EMP0470,Engineering,Mid,Non-binary,Remote,Bachelor,14,5,No,102015,3.2,3264,105279
EMP0471,HR,Senior,Male,Seattle,Bachelor,15,3,No,132220,23.2,30675,162895
EMP0472,HR,Senior,Male,San Francisco,Bachelor,24,3,No,153694,8.0,12295,165989
EMP0473,Finance,Junior,Male,Austin,Master,3,3,Yes,63329,4.9,3103,66432
EMP0474,Marketing,Senior,Male,New York,Master,5,3,Yes,117538,12.0,14104,131642
EMP0475,Sales,Manager,Non-binary,Austin,Bachelor,17,3,Yes,161364,1.1,1775,163139
EMP0476,Engineering,Junior,Male,San Francisco,Bachelor,2,5,Yes,87907,6.3,5538,93445
EMP0477,HR,Junior,Male,Seattle,Bachelor,24,3,No,90163,1.7,1532,91695
EMP0478,HR,Lead,Male,Seattle,PhD,21,5,No,164783,3.2,5273,170056
EMP0479,Marketing,Mid,Male,Seattle,Master,23,3,Yes,120318,2.8,3368,123686
EMP0480,HR,Senior,Male,Remote,Bachelor,4,3,No,90266,21.8,19677,109943
EMP0481,Legal,Senior,Male,San Francisco,Bachelor,1,3,Yes,144091,23.3,33573,177664
EMP0482,Design,Mid,Male,Remote,Bachelor,22,4,Yes,108246,11.9,12881,121127
EMP0483,Marketing,Lead,Female,Remote,Master,15,4,No,130294,15.8,20586,150880
EMP0484,Engineering,Senior,Female,Austin,High School,5,5,No,133602,17.4,23246,156848
EMP0485,Marketing,Manager,Female,San Francisco,Master,14,4,No,181996,9.8,17835,199831
EMP0486,HR,Lead,Female,San Francisco,Bachelor,17,3,Yes,163485,9.3,15204,178689
EMP0487,Marketing,Manager,Male,Austin,Bachelor,5,1,Yes,129878,16.9,21949,151827
EMP0488,HR,Junior,Female,Chicago,High School,12,5,Yes,68581,9.4,6446,75027
EMP0489,Operations,Mid,Male,Remote,Master,23,5,Yes,102193,14.5,14817,117010
EMP0490,Finance,Junior,Male,Seattle,PhD,12,3,Yes,88395,12.9,11402,99797
EMP0491,HR,Mid,Female,New York,High School,0,1,No,74179,13.1,9717,83896
EMP0492,Legal,Manager,Female,Remote,Bachelor,15,4,Yes,162394,20.7,33615,196009
EMP0493,Legal,Senior,Male,New York,Bachelor,3,4,Yes,138426,17.6,24362,162788
EMP0494,Legal,Lead,Male,Austin,Master,16,4,No,166002,24.0,39840,205842
EMP0495,Legal,Mid,Male,New York,Master,17,3,No,124339,19.8,24619,148958
EMP0496,HR,Mid,Female,Chicago,Bachelor,15,5,No,96131,3.6,3460,99591
EMP0497,HR,Manager,Male,San Francisco,Bachelor,0,3,No,149059,18.5,27575,176634
EMP0498,Finance,Mid,Female,Seattle,Master,5,3,Yes,103972,16.6,17259,121231
EMP0499,Operations,Lead,Male,New York,Master,10,1,Yes,141691,16.2,22953,164644
EMP0500,Design,Mid,Male,New York,High School,5,3,No,90328,12.0,10839,101167
EMP0501,Sales,Manager,Male,Austin,Master,16,5,No,171092,1.6,2737,173829
EMP0502,HR,Senior,Male,Austin,Master,3,4,No,98694,23.8,23489,122183
EMP0503,Sales,Lead,Male,San Francisco,Bachelor,13,4,Yes,186210,21.3,39662,225872
EMP0504,Engineering,Junior,Female,Seattle,Bachelor,13,3,Yes,92327,12.2,11263,103590
EMP0505,Operations,Senior,Male,New York,Bachelor,19,4,No,138232,4.0,5529,143761
EMP0506,Design,Manager,Female,San Francisco,Master,7,4,Yes,181903,20.6,37472,219375
EMP0507,Marketing,Manager,Male,Seattle,Master,21,1,No,182335,10.8,19692,202027
EMP0508,Sales,Junior,Female,San Francisco,PhD,1,5,No,76835,9.8,7529,84364
EMP0509,Legal,Mid,Non-binary,New York,Bachelor,4,2,No,101661,16.6,16875,118536
EMP0510,Operations,Mid,Male,Austin,Master,3,3,Yes,70829,19.0,13457,84286
EMP0511,Engineering,Junior,Non-binary,Austin,Bachelor,9,3,Yes,79514,1.6,1272,80786
EMP0512,Operations,Lead,Male,Austin,Bachelor,19,1,Yes,140197,19.2,26917,167114
EMP0513,Marketing,Junior,Female,Chicago,Master,23,2,No,84485,18.3,15460,99945
EMP0514,HR,Mid,Male,San Francisco,PhD,20,4,No,114839,14.7,16881,131720
EMP0515,HR,Senior,Female,New York,Bachelor,2,3,Yes,112226,8.5,9539,121765
EMP0516,Legal,Senior,Female,San Francisco,PhD,15,3,Yes,167392,4.1,6863,174255
EMP0517,HR,Lead,Male,Austin,Bachelor,9,4,Yes,128165,2.6,3332,131497
EMP0518,Finance,Director,Female,Remote,Bachelor,14,3,No,182316,0.0,0,182316
EMP0519,Finance,Junior,Female,Remote,Bachelor,3,4,No,58211,5.2,3026,61237
EMP0520,Finance,Lead,Female,San Francisco,Master,0,5,Yes,172981,10.3,17817,190798
EMP0521,Legal,Mid,Non-binary,Seattle,Bachelor,21,2,No,130656,6.1,7970,138626
EMP0522,Finance,Mid,Female,Remote,Bachelor,14,4,No,100429,7.7,7733,108162
EMP0523,Engineering,Junior,Non-binary,Remote,Bachelor,9,3,No,71255,9.8,6982,78237
EMP0524,Design,Junior,Female,San Francisco,Master,19,4,No,100611,7.7,7747,108358
EMP0525,Legal,Mid,Male,Chicago,Bachelor,21,3,No,120140,18.1,21745,141885
EMP0526,Operations,Mid,Male,Chicago,Bachelor,17,3,Yes,96752,12.3,11900,108652
EMP0527,Engineering,Manager,Male,Austin,Master,15,2,No,185678,0.5,928,186606
EMP0528,HR,Lead,Non-binary,New York,Master,20,4,No,161087,5.7,9181,170268
EMP0529,Marketing,Director,Male,Seattle,Bachelor,8,2,Yes,195671,17.7,34633,230304
EMP0530,Finance,Senior,Male,New York,Bachelor,23,3,Yes,157120,7.5,11784,168904
EMP0531,Operations,Mid,Male,New York,Master,18,5,Yes,109198,23.0,25115,134313
EMP0532,Marketing,Mid,Male,Seattle,Bachelor,16,3,Yes,108874,17.8,19379,128253
EMP0533,Legal,Mid,Male,Chicago,Master,9,4,Yes,101945,7.2,7340,109285
EMP0534,Legal,Mid,Female,Remote,Bachelor,18,3,No,104855,12.9,13526,118381
EMP0535,Engineering,Senior,Male,Austin,Bachelor,7,5,Yes,136470,16.7,22790,159260
EMP0536,Finance,Senior,Female,San Francisco,Bachelor,18,3,Yes,168552,4.8,8090,176642
EMP0537,Legal,Mid,Female,Chicago,PhD,4,3,No,98618,6.2,6114,104732
EMP0538,Engineering,Junior,Female,Austin,PhD,1,4,No,68319,12.7,8676,76995
EMP0539,Engineering,Junior,Male,Remote,PhD,14,5,Yes,86673,23.1,20021,106694
EMP0540,Sales,Mid,Female,Chicago,Bachelor,16,4,Yes,110149,8.6,9472,119621
EMP0541,Operations,Junior,Female,Seattle,Master,9,3,No,69962,10.1,7066,77028
EMP0542,Engineering,Lead,Male,New York,Bachelor,20,4,No,204269,4.8,9804,214073
EMP0543,HR,Junior,Female,Seattle,Master,20,4,Yes,92040,14.8,13621,105661
EMP0544,Legal,Lead,Female,Remote,Bachelor,21,5,No,166585,18.5,30818,197403
EMP0545,Engineering,Mid,Male,San Francisco,Master,1,5,No,120352,11.0,13238,133590
EMP0546,Finance,Junior,Male,Seattle,PhD,8,4,No,78493,18.8,14756,93249
EMP0547,Legal,Lead,Female,Remote,Bachelor,1,4,Yes,131425,7.6,9988,141413
EMP0548,Design,Senior,Female,New York,Bachelor,17,4,Yes,142186,17.7,25166,167352
EMP0549,Design,Mid,Male,Chicago,Bachelor,11,4,Yes,96091,6.5,6245,102336
EMP0550,Legal,Manager,Female,Austin,Bachelor,14,2,Yes,168341,19.5,32826,201167
EMP0551,HR,Junior,Male,Remote,Bachelor,20,1,Yes,73127,20.8,15210,88337
EMP0552,Engineering,Mid,Female,Remote,Master,24,1,Yes,113421,19.9,22570,135991
EMP0553,HR,Lead,Male,San Francisco,Bachelor,19,5,No,170124,5.4,9186,179310
EMP0554,Engineering,Lead,Male,Chicago,Master,5,2,Yes,162353,17.4,28249,190602
EMP0555,Operations,Mid,Female,Remote,Bachelor,17,1,Yes,87096,13.5,11757,98853
EMP0556,HR,Junior,Female,Remote,Bachelor,12,3,No,58405,24.7,14426,72831
EMP0557,Marketing,Manager,Male,Austin,Bachelor,3,4,Yes,129155,9.0,11623,140778
EMP0558,Sales,Mid,Male,New York,Bachelor,11,5,No,105941,19.3,20446,126387
EMP0559,HR,Junior,Female,Seattle,Master,8,4,No,76574,9.3,7121,83695
EMP0560,Finance,Senior,Female,Chicago,Bachelor,1,3,No,117247,9.9,11607,128854
EMP0561,Design,Manager,Female,Austin,Master,15,5,No,155371,2.8,4350,159721
EMP0562,Sales,Junior,Female,Austin,Bachelor,0,1,No,51219,6.0,3073,54292
EMP0563,Sales,Lead,Non-binary,Seattle,PhD,3,5,No,161194,4.1,6608,167802
EMP0564,Engineering,Senior,Female,Chicago,Master,14,2,No,154749,4.0,6189,160938
EMP0565,HR,Mid,Male,Chicago,Bachelor,19,4,No,96234,0.2,192,96426
EMP0566,Operations,Lead,Female,New York,Bachelor,0,1,Yes,120216,19.8,23802,144018
EMP0567,Legal,Director,Male,Chicago,Bachelor,19,5,No,227235,11.7,26586,253821
EMP0568,Sales,Mid,Female,Remote,Master,14,2,No,88928,20.1,17874,106802
EMP0569,Finance,Junior,Male,Seattle,Bachelor,2,2,No,67917,15.3,10391,78308
EMP0570,Design,Manager,Male,Chicago,Master,12,5,No,159663,20.8,33209,192872
EMP0571,Operations,Senior,Male,New York,High School,17,2,Yes,134946,12.6,17003,151949
EMP0572,Design,Mid,Male,Austin,Bachelor,12,4,Yes,90452,2.4,2170,92622
EMP0573,Design,Senior,Male,Remote,Bachelor,9,4,No,107479,15.4,16551,124030
EMP0574,Operations,Lead,Female,Chicago,Bachelor,19,4,Yes,149502,16.9,25265,174767
EMP0575,Finance,Lead,Male,Seattle,Master,23,3,Yes,187395,15.7,29421,216816
EMP0576,Legal,Manager,Female,Chicago,High School,6,5,No,175102,20.0,35020,210122
EMP0577,Finance,Mid,Female,San Francisco,Master,24,5,No,142054,18.3,25995,168049
EMP0578,Engineering,Mid,Female,New York,Master,7,3,Yes,110748,10.8,11960,122708
EMP0579,Design,Senior,Female,Austin,Bachelor,0,3,No,105140,20.5,21553,126693
EMP0580,Marketing,Mid,Male,San Francisco,Bachelor,17,3,Yes,116906,17.3,20224,137130
EMP0581,Legal,Senior,Male,Seattle,Bachelor,11,3,Yes,150247,3.0,4507,154754
EMP0582,HR,Mid,Female,Chicago,Master,17,4,Yes,100025,13.5,13503,113528
EMP0583,Sales,Junior,Female,New York,Bachelor,23,5,No,102363,18.2,18630,120993
EMP0584,HR,Senior,Female,Remote,High School,11,4,No,96840,13.8,13363,110203
EMP0585,Operations,Senior,Female,Chicago,Bachelor,19,4,Yes,123263,23.7,29213,152476
EMP0586,Sales,Lead,Male,Chicago,Bachelor,8,3,No,146060,2.5,3651,149711
EMP0587,Legal,Senior,Female,Chicago,PhD,1,3,No,116035,18.1,21002,137037
EMP0588,Engineering,Junior,Male,Remote,Master,13,4,Yes,83953,20.6,17294,101247
EMP0589,Design,Mid,Female,Chicago,Bachelor,3,4,No,79857,17.6,14054,93911
EMP0590,Design,Lead,Male,New York,Master,14,4,Yes,163761,9.6,15721,179482
EMP0591,HR,Mid,Female,Remote,PhD,16,1,Yes,85845,9.6,8241,94086
EMP0592,Engineering,Senior,Male,Remote,High School,18,4,No,143343,14.7,21071,164414
EMP0593,Engineering,Senior,Female,San Francisco,Master,5,3,No,154309,9.9,15276,169585
EMP0594,Legal,Mid,Non-binary,Seattle,Bachelor,8,3,No,114798,22.1,25370,140168
EMP0595,HR,Lead,Male,Remote,Master,16,4,Yes,124740,2.7,3367,128107
EMP0596,HR,Junior,Male,San Francisco,Master,14,3,Yes,81502,16.0,13040,94542
EMP0597,Legal,Senior,Male,New York,PhD,4,5,No,137970,3.4,4690,142660
EMP0598,Legal,Mid,Female,Seattle,Bachelor,17,3,Yes,129983,13.5,17547,147530
EMP0599,Sales,Junior,Male,Remote,Master,22,4,No,86419,17.9,15469,101888
EMP0600,Operations,Senior,Female,Austin,Bachelor,3,4,No,98221,4.1,4027,102248
